inventoryid,store,city,brand,description,size,onhand,price,startdate
1077,36,Angelamouth,Conrad and Sons,But Product,Large,0,27.78,2024-08-28
1078,11,Theodorefort,"Atkinson, Osborn and Hamilton",Easy Product,Small,49,77.27,2025-04-02
1079,13,Rebeccashire,"Bush, Reyes and Fox",Small Product,Medium,0,32.17,2025-01-30
1080,38,Lake Lisaview,"Harrell, Casey and Bates",Trip Product,Large,62,72.68,2024-05-05
1081,5,East Barbaraview,"Hamilton, Rivera and Kelley",Case Product,Medium,38,18.71,2024-09-28
1082,22,Lake Anthonyland,Williamson Group,Order Product,Large,190,13.96,2024-10-06
1083,47,East Kenneth,Mosley PLC,Artist Product,Small,124,18.73,2024-12-01
1084,22,Spencerberg,Long and Sons,Him Product,Small,217,34.72,2024-12-05
1085,36,Port Russell,Daniels PLC,Onto Product,Medium,80,91.17,2024-04-14
1086,41,Lake Gwendolynshire,Russell and Sons,Guess Product,Small,162,89.73,2024-07-25
1087,17,Weisstown,"Harris, Clark and Matthews",Rate Product,Small,76,32.81,2025-03-23
1088,9,East Heather,Combs Group,Against Product,Medium,191,85.11,2025-03-30
1089,31,South Erik,Davis-Reyes,Appear Product,Medium,17,35.11,2025-01-10
1090,13,South Mariafurt,Mitchell-Watson,Better Product,Small,225,38.16,2024-07-12
1091,11,West Susan,"Dunn, Martinez and Brandt",Hand Product,Medium,0,73.54,2024-08-27
1092,50,Tateside,Brown-Mann,Bring Product,Large,160,58.6,2024-05-21
1093,31,Josephshire,"Williamson, Fox and Johnson",Tonight Product,Large,64,67.86,2025-01-01
1094,48,North Kristen,Lloyd Ltd,Medical Product,Large,195,25.51,2024-05-25
1095,29,South Julieview,Fitzpatrick-Sanders,Second Product,Medium,12,21.98,2024-06-15
1096,12,Smithfurt,Vasquez-Jackson,Something Product,Medium,0,14.32,2024-06-21
1097,1,East Jacquelinefort,Combs Group,Success Product,Large,147,47.29,2024-08-22
1098,28,Port Adam,Salazar-Graves,Face Product,Large,156,76.82,2024-11-07
1099,25,South Richard,"Jennings, Davis and Newman",Cost Product,Large,101,91.18,2024-08-03
1100,1,South Paul,Daniels PLC,Director Product,Large,21,83.39,2024-07-27
1101,31,Laurenburgh,Long Ltd,Beat Product,Large,0,59.07,2025-02-23
1102,19,North Henryton,"Bradley, Baker and Mcneil",Stand Product,Medium,267,27.81,2024-04-13
1103,28,East Shelia,Long and Sons,Consumer Product,Large,92,8.87,2024-10-24
1104,40,West Pamelabury,"Barnes, Pineda and Montgomery",White Product,Large,59,84.28,2025-03-15
1105,31,New Jeffreyburgh,Brennan Group,Past Product,Small,121,32.82,2024-11-30
1106,27,Molinaland,"Jones, Martinez and Taylor",Answer Product,Medium,139,28.75,2024-06-25
1107,34,West Dianafort,Brown-Mann,Force Product,Large,196,21.15,2025-03-23
1108,41,East Jessicamouth,Mosley PLC,Available Product,Large,17,84.07,2024-04-26
1109,48,North Anna,"Lucas, Johnson and Alvarez",Rich Product,Medium,174,19.43,2024-09-20
1110,7,North Lindashire,Lyons PLC,Reason Product,Large,0,5.46,2025-02-22
1111,3,Hawkinsville,Obrien-Thompson,Heart Product,Small,10,73.05,2024-11-12
1112,28,East Jadeburgh,"Freeman, Larson and Clark",Hit Product,Large,96,91.49,2024-08-18
1113,9,Lake Marcus,Dawson Inc,Civil Product,Small,32,18.66,2024-07-02
1114,28,Port Seanport,Dawson Inc,Civil Product,Small,135,18.66,2024-04-22
1115,9,Wandaview,"George, Macdonald and Harper",Situation Product,Small,60,24.19,2024-11-03
1116,18,Lonnieborough,Roy Group,Dream Product,Large,0,54.42,2024-11-11
1117,20,Kellychester,Martinez-Giles,Congress Product,Medium,48,83.18,2024-06-01
1118,48,Amytown,Price Group,Experience Product,Medium,0,57.95,2025-02-10
1119,29,South Diana,"Shannon, Lee and Noble",Country Product,Large,177,76.81,2024-10-26
1120,42,Port Matthew,"Miller, Wilkins and Williams",Remember Product,Large,0,82.77,2024-06-02
1121,36,East Shirley,"Strickland, Jones and Padilla",Make Product,Large,16,44.39,2024-12-09
1122,29,Schwartzbury,"Garza, Perkins and Clark",Trade Product,Medium,24,39.29,2024-04-23
1123,44,New Lydiabury,Horne LLC,Officer Product,Medium,174,94.99,2025-04-01
1124,19,South Daniel,Gates-Pittman,Bad Product,Large,0,21.46,2024-04-20
1125,6,Wallaceberg,Mason-Logan,Future Product,Large,47,7.7,2024-07-12
1126,14,Barkerborough,Thomas and Sons,Effect Product,Large,86,25.74,2024-05-28
1127,7,Jasonborough,Combs Group,Parent Product,Large,38,18.45,2024-09-04
1128,50,Bowmanfort,Bennett-Collins,Car Product,Medium,66,67.35,2024-08-29
1129,12,Ballardmouth,"Bush, Reyes and Fox",There Product,Small,117,17.12,2025-02-24
1130,13,New Joanne,"Phelps, Thompson and Chandler",Quickly Product,Large,238,40.23,2024-10-05
1131,24,Port Annmouth,"Williams, Turner and Harris",Minute Product,Large,200,98.67,2025-01-06
1132,31,Johnsonton,Young-Shaw,Born Product,Small,94,69.41,2024-11-29
1133,39,Kennethport,"Atkinson, Osborn and Hamilton",Home Product,Medium,22,72.68,2025-02-09
1134,50,Lake Amy,Dawson Inc,Civil Product,Small,60,18.66,2025-01-16
1135,6,West Joshuashire,Hansen Inc,Career Product,Medium,110,45.51,2024-04-06
1136,2,Huertamouth,Mahoney and Sons,Trip Product,Medium,0,44.14,2024-08-03
1137,32,South Danieltown,"Atkinson, Osborn and Hamilton",Home Product,Medium,93,72.68,2024-08-01
1138,27,Lake Sheilastad,Charles Ltd,Newspaper Product,Large,233,68.27,2024-04-06
1139,17,Alyssaborough,"Bradley, Baker and Mcneil",Political Product,Large,55,19.54,2024-05-21
1140,6,Mayoton,"Horne, Patton and Martin",Old Product,Large,90,58.22,2024-07-07
1141,30,Edwardsfurt,"Williams, Schultz and Black",Method Product,Medium,0,66.01,2024-10-30
1142,48,Port Scott,Snyder-Kelly,Manage Product,Small,173,32.83,2024-08-22
1143,11,New Michelleshire,Walter PLC,White Product,Large,35,11.97,2024-11-22
1144,39,Moorefort,Gentry-Gray,Nearly Product,Small,0,76.72,2024-07-30
1145,9,Adamtown,Russell and Sons,Think Product,Large,0,94.62,2025-03-23
1146,10,Kennethport,Lyons PLC,Write Product,Small,131,98.29,2025-03-20
1147,8,Johnsonview,"Massey, Lewis and Walter",Miss Product,Medium,0,49.67,2024-04-17
1148,13,Kirkborough,"Briggs, Morris and Weber",Always Product,Large,42,12.72,2024-09-12
1149,19,Sweeneyborough,Mason-Logan,Future Product,Large,90,7.7,2025-02-02
1150,5,New Angela,"Ruiz, Rodriguez and Lane",Ahead Product,Large,183,83.4,2024-07-10
1151,17,North Jonathanberg,"Ruiz, Rodriguez and Lane",Memory Product,Medium,0,27.97,2024-12-03
1152,22,East Marissa,"Hernandez, Davis and Williams",Career Product,Large,55,74.87,2024-04-06
1153,10,New Marcusburgh,Richardson Group,Clearly Product,Small,175,18.33,2024-07-20
1154,24,South Laura,"George, Macdonald and Harper",Situation Product,Small,0,24.19,2024-04-16
1155,36,Lake Dawnburgh,Dunlap Ltd,Skin Product,Small,105,22.55,2025-02-27
1156,32,Bryanstad,"George, Macdonald and Harper",Our Product,Large,0,6.12,2024-05-30
1157,20,North Reneeport,"Atkinson, Osborn and Hamilton",Shoulder Product,Large,181,70.94,2024-10-01
1158,1,Port Michael,"George, Macdonald and Harper",Recently Product,Small,145,48.27,2024-12-11
1159,32,Rowefurt,Gates-Stevens,Stand Product,Medium,109,51.46,2024-05-31
1160,20,Andrewburgh,"Phelps, Thompson and Chandler",More Product,Large,0,85.28,2025-03-22
1161,26,South Brendaport,Reynolds LLC,Only Product,Small,142,25.79,2024-06-19
1162,17,North Ginafort,Mitchell-Watson,Citizen Product,Small,0,53.26,2024-07-09
1163,44,Colemanfurt,Mitchell-Watson,Better Product,Small,0,38.16,2024-04-19
1164,43,East Amymouth,Lin and Sons,Offer Product,Large,102,50.99,2025-03-14
1165,27,Ericmouth,"Ellis, Scott and Johnson",Develop Product,Medium,0,14.47,2024-10-25
1166,1,West Jeffburgh,"Ruiz, Rodriguez and Lane",With Product,Small,151,41.75,2025-03-10
1167,1,Hillview,Thornton PLC,Key Product,Medium,228,93.53,2024-04-28
1168,33,Danielberg,Walter PLC,White Product,Large,0,11.97,2024-10-07
1169,42,West Kimberly,"Walker, Maddox and Clayton",Produce Product,Large,224,24.07,2024-12-09
1170,47,West Jeffrey,Brown-Marshall,Seven Product,Small,0,38.2,2024-08-24
1171,47,New Rebecca,Brennan Group,Certain Product,Large,7,74.01,2025-03-04
1172,3,Woodtown,Walter PLC,Thank Product,Large,98,45.21,2025-03-14
1173,16,Port Jeanne,Morales-Knox,Table Product,Medium,189,53.04,2025-02-06
1174,48,Port Michaelchester,Williams LLC,Such Product,Large,0,7.78,2024-10-21
1175,3,Sarahberg,"Atkinson, Osborn and Hamilton",Home Product,Medium,89,72.68,2024-07-01
1176,26,Sweeneyberg,Rogers-Sanchez,Yet Product,Large,125,21.8,2024-06-21
1177,49,East John,Vasquez-Velasquez,Often Product,Small,69,65.84,2024-09-17
1178,6,West Dana,Hinton LLC,Window Product,Large,10,55.62,2025-01-28
1179,32,Andrewside,Pittman-Lucas,Church Product,Medium,26,59.87,2024-12-14
1180,8,Jenniferburgh,Kirk-Perry,Reason Product,Small,85,44.15,2025-01-14
1181,39,West John,Horne LLC,Foot Product,Medium,17,33.82,2025-03-12
1182,43,South Kelli,Conrad and Sons,Week Product,Medium,179,26.06,2024-08-30
1183,43,East Stephaniefort,Sawyer Inc,Particular Product,Large,43,67.82,2024-08-02
1184,20,Port Theresamouth,Wagner Group,Themselves Product,Medium,80,36.7,2024-07-22
1185,12,Coopershire,Davis-Russell,Indeed Product,Small,53,8.65,2024-05-05
1186,28,Lake Amanda,"Ruiz, Rodriguez and Lane",Second Product,Small,260,36.07,2024-12-09
1187,45,Hollandborough,Hunt-Tucker,Ok Product,Small,0,5.13,2024-04-08
1188,4,East Michelleport,Pittman-Lucas,Today Product,Medium,92,46.42,2024-10-04
1189,8,Jacquelinechester,"Cannon, Reynolds and Alvarado",Fish Product,Medium,104,54.94,2025-03-07
1190,7,Port Leslie,"Miller, Garcia and Wilson",Late Product,Medium,0,13.6,2024-12-28
1191,19,New Michaelbury,Walter PLC,Thank Product,Large,254,45.21,2025-02-20
1192,46,Bettymouth,Thomas LLC,This Product,Medium,135,34.58,2024-04-11
1193,43,Josephville,Knox Group,Where Product,Large,0,75.39,2025-02-10
1194,30,East Kristinebury,"Martin, Cline and Kramer",Area Product,Medium,0,33.57,2024-05-27
1195,50,East Danielburgh,Hinton LLC,Window Product,Large,132,55.62,2025-04-01
1196,49,Mendozahaven,Gentry-Gray,Nearly Product,Small,93,76.72,2025-01-08
1197,32,Stevensmouth,Wright Group,Skin Product,Small,134,75.4,2025-01-13
1198,44,Ellisonport,Dawson Inc,Contain Product,Small,39,27.35,2025-02-02
1199,29,Rogersside,Dawson Inc,Civil Product,Small,268,18.66,2024-12-20
1200,21,Philiptown,Richardson Group,Nation Product,Small,283,96.77,2024-05-19
1201,38,Micheleview,Mitchell-Lopez,Risk Product,Small,77,70.89,2024-11-29
1202,50,Brownchester,"Miller, Wilkins and Williams",Remember Product,Large,121,82.77,2025-02-03
1203,37,Port Eric,"Briggs, Morris and Weber",Life Product,Small,115,32.94,2024-04-14
1204,11,Hardyland,Archer Group,Fly Product,Small,117,57.36,2024-12-04
1205,25,Lake Cristina,Hopkins Ltd,She Product,Medium,146,75.3,2024-10-07
1206,48,Mikefort,Cook-Johnson,Join Product,Large,0,99.71,2024-10-06
1207,15,Port Ryanside,Walker Inc,Production Product,Large,164,54.89,2024-12-03
1208,40,Andersonview,Cook-Johnson,Let Product,Medium,44,38.27,2024-12-24
1209,13,Jesusmouth,"Fitzpatrick, Davis and Warren",Television Product,Medium,0,79.02,2025-03-05
1210,3,Kristyhaven,Russell and Sons,Issue Product,Large,225,93.88,2024-07-06
1211,9,Blackburnport,"Herrera, Jackson and Koch",Message Product,Large,5,80.4,2024-08-05
1212,6,East Thomas,Lloyd Ltd,Hit Product,Medium,127,44.92,2024-06-28
1213,16,South Zacharyborough,Sullivan-Hubbard,Life Product,Small,0,66.49,2024-05-19
1214,20,Kyleborough,Short-Cook,Really Product,Large,66,55.97,2024-09-17
1215,49,Carltown,"Strickland, Jones and Padilla",Eye Product,Large,0,42.09,2024-10-30
1216,21,New Rodney,Martinez-Giles,Bit Product,Medium,0,59.75,2024-07-07
1217,17,East Sharon,"Briggs, Morris and Weber",Six Product,Medium,0,25.14,2025-03-16
1218,50,Lake Richard,Obrien-Thompson,Discussion Product,Medium,171,40.93,2024-08-08
1219,32,Patriciachester,Day and Sons,Attack Product,Large,0,17.07,2024-10-29
1220,15,Glennberg,"Stevens, Miller and Phillips",Through Product,Medium,2,59.74,2024-05-13
1221,14,Rayville,"Tucker, Jones and Hart",Apply Product,Small,0,92.21,2024-10-02
1222,40,Wilsonborough,"Massey, Lewis and Walter",Already Product,Medium,217,91.99,2024-05-25
1223,11,Aprilport,Bell Ltd,Movement Product,Small,122,73.51,2024-07-29
1224,43,New Emilyport,Knapp-Wolf,Treatment Product,Large,100,15.46,2024-06-03
1225,45,Port Jennifer,"Dalton, Sanders and Cantrell",Morning Product,Large,8,96.5,2024-08-31
1226,10,New Gabriel,"Hamilton, Rivera and Kelley",This Product,Medium,0,36.82,2024-12-23
1227,15,New Stacie,Obrien-Thompson,Player Product,Large,171,48.4,2024-06-03
1228,40,Marcton,"Massey, Lewis and Walter",Room Product,Small,68,38.54,2025-03-10
1229,43,Mitchellport,Smith-Aguilar,Threat Product,Large,128,41.11,2024-10-31
1230,38,Kathyview,Esparza-Boyd,Front Product,Medium,65,14.49,2024-07-24
1231,37,Port Amanda,"Watkins, James and Page",Forward Product,Small,156,17.68,2025-04-04
1232,30,Josephside,Charles Ltd,Newspaper Product,Large,107,68.27,2024-08-27
1233,2,New Hollyside,"Miller, Garcia and Wilson",Team Product,Medium,235,19.3,2024-10-08
1234,16,Dawsonland,Hopkins Ltd,Food Product,Small,135,98.19,2024-05-15
1235,9,Jessicaburgh,"Strickland, Jones and Padilla",Make Product,Large,0,44.39,2024-07-08
1236,8,Port Laura,"Strickland, Jones and Padilla",Even Product,Medium,0,43.06,2024-07-04
1237,36,Harrisonville,"Harris, Clark and Matthews",Rate Product,Small,166,32.81,2024-06-03
1238,8,Port Sherryfurt,West-Hernandez,Population Product,Small,0,35.16,2024-06-11
1239,32,Lake Sarah,Patterson-Mcmahon,Me Product,Small,0,11.04,2024-05-28
1240,11,East Williambury,Thomas and Sons,Effect Product,Small,103,80.71,2025-03-20
1241,10,Knightfort,"Hamilton, Rivera and Kelley",Case Product,Medium,226,18.71,2025-03-01
1242,48,New Ryan,"Walker, Zimmerman and Williams",Quickly Product,Medium,100,55.46,2024-09-10
1243,34,Stephenhaven,West-Hernandez,House Product,Small,236,68.82,2025-02-05
1244,16,Robertshire,Salazar-Graves,Face Product,Large,0,76.82,2024-04-11
1245,14,Port Deannaborough,Day and Sons,Determine Product,Large,25,72.32,2025-02-16
1246,6,Youngview,"Campbell, Black and Smith",Air Product,Large,19,42.38,2025-01-24
1247,34,East Robert,Johnson-Bowman,Business Product,Large,45,99.1,2024-11-28
1248,12,West Jacqueline,Burns and Sons,Student Product,Medium,56,45.58,2024-08-20
1249,38,East Alexisstad,James and Sons,Leg Product,Small,11,65.83,2025-02-28
1250,31,South Barbara,Thomas and Sons,Fire Product,Small,50,34.46,2025-03-26
1251,47,Kaitlinberg,Vasquez-Velasquez,Despite Product,Small,0,44.5,2024-10-09
1252,6,East Jeremychester,Mcpherson and Sons,You Product,Medium,92,36.64,2024-07-03
1253,48,Tamarafurt,Gomez-Moran,Occur Product,Small,159,47.97,2024-11-10
1254,15,Jerryside,Mcpherson and Sons,You Product,Medium,17,36.64,2025-03-30
1255,5,South Juanburgh,Snyder Ltd,Laugh Product,Large,112,82.84,2024-05-18
1256,47,Thomasville,"Lucas, Johnson and Alvarez",Rich Product,Medium,40,19.43,2025-02-04
1257,4,North Kylie,"Osborne, Cox and Evans",Wind Product,Small,59,38.64,2024-04-22
1258,14,Lake Adamstad,Long Ltd,Help Product,Large,137,15.46,2024-12-06
1259,18,Port Jessica,Best Group,Hotel Product,Medium,33,39.78,2024-04-16
1260,17,East Stevenburgh,Johnson PLC,True Product,Medium,0,25.85,2024-05-15
1261,34,North Alexandra,"Vasquez, Morris and Ramos",Above Product,Medium,24,74.81,2024-10-14
1262,38,Hermanbury,Salazar-Graves,Say Product,Large,0,16.39,2024-08-29
1263,5,Scottstad,Pittman-Lucas,Approach Product,Large,118,76.25,2024-06-30
1264,36,Smithstad,"Tucker, Jones and Hart",Finally Product,Medium,140,68.9,2024-05-10
1265,5,Port Justin,"Smith, Davis and Wright",With Product,Medium,278,82.03,2024-04-11
1266,50,Marcmouth,"Herrera, Jackson and Koch",Or Product,Large,0,43.14,2024-12-13
1267,14,West Nicoleland,Wagner Group,Career Product,Medium,0,26.79,2024-07-10
1268,29,Lake Elizabeth,"Briggs, Morris and Weber",Life Product,Small,264,32.94,2024-04-24
1269,49,Lake Erin,Roberts and Sons,After Product,Medium,196,52.93,2025-01-22
1270,5,Snyderland,Best Group,Attack Product,Large,150,77.33,2025-02-05
1271,13,East Samantha,Archer Group,South Product,Medium,147,6.45,2024-07-13
1272,7,Brandonmouth,"Hancock, Peters and Holmes",Behind Product,Medium,0,15.69,2024-06-14
1273,12,North Katherine,Mcpherson and Sons,Marriage Product,Large,179,39.02,2025-01-08
1274,46,East Cherylfort,Thomas LLC,This Product,Medium,21,34.58,2024-10-09
1275,13,Villabury,"Bradley, Baker and Mcneil",Political Product,Large,0,19.54,2024-07-10
1276,50,South James,Patterson Inc,Add Product,Large,0,14.57,2024-07-26
1277,13,New Cody,"Delgado, Green and Wade",Idea Product,Medium,72,58.14,2025-02-24
1278,33,Aaronmouth,Hopkins Ltd,Physical Product,Small,159,11.63,2024-04-20
1279,26,Elizabethport,Mcpherson and Sons,Lose Product,Large,77,36.14,2024-12-16
1280,27,Jessicafort,Sullivan-Choi,Away Product,Medium,110,40.36,2024-09-07
1281,25,North Kevinport,Mitchell-Watson,Large Product,Small,156,67.35,2025-01-06
1282,50,Chadfort,Fitzpatrick-Sanders,Current Product,Large,0,31.96,2025-02-02
1283,20,New Melissastad,"Atkinson, Osborn and Hamilton",Throughout Product,Medium,42,92.13,2024-11-20
1284,9,Martinfurt,Gates-Pittman,Member Product,Large,196,70.01,2024-08-11
1285,10,Russellview,Thomas LLC,Investment Product,Large,93,81.23,2025-01-22
1286,49,Christopherberg,"Kelly, Smith and Aguilar",Help Product,Small,84,17.03,2024-08-25
1287,5,West Edwardland,Davis-Vasquez,Line Product,Small,14,11.78,2024-05-22
1288,28,West Alyssa,Hinton LLC,Up Product,Large,0,13.73,2025-03-30
1289,49,Port Ryan,"Martin, Cline and Kramer",Design Product,Medium,54,55.85,2024-06-06
1290,41,Port Courtney,Garner and Sons,Real Product,Small,206,26.93,2024-04-06
1291,35,Dennismouth,"Walker, Maddox and Clayton",Eye Product,Medium,200,84.91,2024-06-20
1292,18,South Stephanieville,Charles Ltd,Lead Product,Large,172,27.38,2024-05-11
1293,12,Martinezberg,Schmidt-Mathews,Eat Product,Large,222,32.5,2024-06-28
1294,28,Charlesport,Woods-Brady,Artist Product,Large,0,38.27,2024-09-04
1295,47,South Jeffreyberg,Bell Ltd,Movement Product,Small,0,73.51,2024-06-23
1296,11,East Ginaburgh,West-Hernandez,Relationship Product,Large,192,53.38,2025-01-11
1297,41,South Sabrina,Salazar-Graves,Believe Product,Small,226,41.12,2024-11-20
1298,30,Paulview,Cline Ltd,Few Product,Medium,0,45.22,2024-08-09
1299,16,South Leahchester,Morales-Knox,Choose Product,Small,47,50.84,2024-08-08
1300,23,Jessicaville,"Horne, Patton and Martin",Old Product,Large,191,58.22,2024-12-26
1301,3,North Nathaniel,Grimes Group,She Product,Large,0,64.37,2024-07-18
1302,26,Jonesview,James and Sons,Leg Product,Small,65,65.83,2024-11-24
1303,31,Christopherville,Garcia-Ramirez,Pass Product,Small,27,88.63,2025-03-21
1304,27,Port Lauren,"Williams, Turner and Harris",Minute Product,Large,146,98.67,2024-12-19
1305,40,Lake Eric,Martinez-Giles,Everyone Product,Medium,169,88.32,2025-01-24
1306,24,Arielshire,Brown-Nelson,Down Product,Small,35,73.62,2024-10-21
1307,15,New Alexandrafurt,"Bailey, Avery and Edwards",Name Product,Large,204,84.59,2025-02-07
1308,33,West Paigestad,Roy Group,Beat Product,Medium,241,64.9,2025-03-12
1309,36,South Taylorberg,Mccullough Group,Television Product,Large,190,95.73,2024-11-03
1310,6,Ryantown,Kaiser Group,Effect Product,Small,0,57.76,2024-10-10
1311,21,Rodneyton,Brown-Mann,Financial Product,Large,80,11.6,2024-09-20
1312,35,Hensonside,Lin and Sons,Offer Product,Large,148,50.99,2024-12-08
1313,44,East Danaton,"Kelly, Smith and Aguilar",Accept Product,Medium,0,13.41,2024-11-13
1314,4,New Nathanielmouth,Day and Sons,Particularly Product,Small,206,53.4,2024-11-14
1315,8,Angelahaven,"Hernandez, Morrison and Villanueva",Everyone Product,Large,0,18.48,2024-12-26
1316,33,East Brendaville,Zamora Ltd,Look Product,Large,63,67.74,2025-02-13
1317,7,Jamesmouth,"Sanchez, Miller and Tucker",Thank Product,Small,0,55.58,2024-08-14
1318,17,Port Margaret,Combs Group,Charge Product,Small,0,43.68,2024-08-06
1319,50,Jasonshire,"Williams, Schultz and Black",Scientist Product,Small,71,12.82,2024-11-12
1320,9,North Melissa,"Williams, Schultz and Black",Science Product,Medium,108,15.18,2024-10-24
1321,33,Jeremychester,Johnson PLC,True Product,Medium,48,25.85,2024-10-23
1322,42,Lake Hannahview,Williams-Mcintosh,Stop Product,Small,49,47.41,2024-12-31
